list-id-s,1,1,4,3,119990,39996,0
list-id-s,1,2,4,6,59051,9841,0
list-id-s,1,4,4,12,81730,6810,0
list-id-s,1,8,4,24,78488,3270,0
list-id-s,1,16,4,48,87988,1833,0
list-id-s,4,1,4,12,159503,13291,0
list-id-s,4,2,4,24,152864,6369,0
list-id-s,4,4,4,48,103665,2159,0
list-id-s,4,8,4,96,162425,1691,0
list-id-s,4,16,4,192,137995,718,0
list-id-s,8,1,4,24,231011,9625,0
list-id-s,8,2,4,48,227217,4733,0
list-id-s,8,4,4,96,255741,2663,0
list-id-s,8,8,4,192,283706,1477,0
list-id-s,8,16,4,384,208158,542,0
list-id-s,12,1,4,36,362492,10069,0
list-id-s,12,2,4,72,341856,4748,0
list-id-s,12,4,4,144,304695,2115,0
list-id-s,12,8,4,288,346589,1203,0
list-id-s,12,16,4,576,352746,612,0
list-id-s,16,1,4,48,1551774,32328,0
list-id-s,16,2,4,96,401577,4183,0
list-id-s,16,4,4,192,376261,1959,0
list-id-s,16,8,4,384,428868,1116,0
list-id-s,16,16,4,768,416649,542,0
list-id-m,1,1,4,3,65733,21911,1664
list-id-m,1,2,4,6,67165,11194,1516
list-id-m,1,4,4,12,73418,6118,1464
list-id-m,1,8,4,24,70192,2924,1733
list-id-m,1,16,4,48,82335,1715,2511
list-id-m,4,1,4,12,158143,13178,755
list-id-m,4,2,4,24,119366,4973,833
list-id-m,4,4,4,48,180115,3752,6339
list-id-m,4,8,4,96,183282,1909,22804
list-id-m,4,16,4,192,195434,1017,20097
list-id-m,8,1,4,24,940535,39188,449
list-id-m,8,2,4,48,239046,4980,678
list-id-m,8,4,4,96,252680,2632,14635
list-id-m,8,8,4,192,244703,1274,41309
list-id-m,8,16,4,384,299821,780,30559
list-id-m,12,1,4,36,365373,10149,525
list-id-m,12,2,4,72,367474,5103,6673
list-id-m,12,4,4,144,303767,2109,1160
list-id-m,12,8,4,288,357335,1240,7660
list-id-m,12,16,4,576,443620,770,76782
list-id-m,16,1,4,48,409599,8533,386
list-id-m,16,2,4,96,358000,3729,1078
list-id-m,16,4,4,192,418053,2177,1880
list-id-m,16,8,4,384,437184,1138,2410
list-id-m,16,16,4,768,633989,825,173835
